,id,tags,lonlat,sport,leisure
167,2099306353,"{'name': 'Lapangan Sepak Bola Kolese', 'sport': 'soccer', 'leisure': 'pitch'}","(122.62600960000007, -5.403857500000002)",soccer,pitch
168,2111909389,"{'name': 'Ahe Dive Resort', 'sport': 'scuba_diving'}","(135.56238409999932, -3.088708100000022)",scuba_diving,
169,2130382762,"{'name': 'Stadion Kamal Junaidi', 'sport': 'soccer', 'leisure': 'stadium'}","(110.65977870000005, -6.595573800000002)",soccer,stadium
170,2132034785,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.61480049999989, -5.7374256999999975)",scuba_diving,
171,2132034786,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.59090319999989, -5.738185899999998)",scuba_diving,
172,2132034787,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.62078539999989, -5.7389037999999974)",scuba_diving,
173,2132034788,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.61976669999989, -5.739326199999997)",scuba_diving,
174,2132034789,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.58920529999989, -5.745787899999997)",scuba_diving,
175,2132034790,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.60181189999989, -5.747815099999997)",scuba_diving,
176,2132034791,"{'name': 'Diving Spot', 'sport': 'scuba_diving', 'tourism': 'attraction'}","(106.60940979999988, -5.750560199999997)",scuba_diving,
177,2133087159,"{'sport': 'swimming', 'amenity': 'swimming_pool'}","(108.7047172000002, -7.675640199999992)",swimming,
178,2138645003,"{'name': 'NAD Lembeh', 'sport': 'scuba_diving'}","(125.24096489999992, 1.4447742999999988)",scuba_diving,
179,2146448822,"{'name': 'Lapangan bola', 'sport': 'soccer', 'leisure': 'stadium'}","(118.5425198999994, -8.575345500000017)",soccer,stadium
180,2148136740,"{'name': 'Kolam renang', 'sport': 'swimming', 'leisure': 'swimming_pool'}","(118.53638379999896, -8.494053900000043)",swimming,swimming_pool
181,2155603387,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Kebon Agung', 'sport': 'swimming'}","(113.67815169999976, -8.1629581)",swimming,swimming_pool
182,2164791122,"{'type': 'track', 'sport': 'athletics', 'leisure': 'sports_centre'}","(111.33872690000027, -7.6519861999999055)",athletics,sports_centre
183,2165143855,"{'name': 'STADION MINI BANTAENG', 'sport': 'multi', 'leisure': 'stadium'}","(119.96435000000035, -5.552113699999921)",multi,stadium
184,2193744921,"{'designation': 'sari manggis', 'leisure': 'swimming_pool', 'name': 'sari manggis', 'operator': 'sari manggis', 'source': 'guguak', 'sport': 'swimming'}","(100.6376904000005, -0.9284814999999926)",swimming,swimming_pool
185,2215524161,"{'covered': 'no', 'designation': 'Kolam Renang Tirta Langen', 'leisure': 'swimming_pool', 'name': 'Tirta Langen Swimming Pool', 'source': 'survey', 'sport': 'swimming'}","(109.23697469999993, -7.387011000000004)",swimming,swimming_pool
186,2245883270,"{'leisure': 'sports_centre', 'name': 'GOR Depati Amir', 'sport': 'soccer'}","(106.1054016, -2.1047060000000157)",soccer,sports_centre
187,2255562122,"{'name': 'Tabek', 'sport': 'swimming', 'amenity': 'swimming_pool', 'covered': 'yes', 'operator': 'Tabek'}","(100.99314059999908, -0.7140566999999601)",swimming,
188,2266329814,"{'name': 'swimming pool taman tirta krisna', 'horse': 'no', 'sport': 'swimming', 'access': 'yes', 'source': 'http://www.panoramio.com/photo/86997122', 'amenity': 'swimming_pool', 'covered': 'yes', 'motor_vehicle': 'permissive'}","(114.63631779999996, -8.35384459999998)",swimming,
189,2279126498,"{'name': 'Futsal Ulet Jaya', 'sport': 'soccer', 'leisure': 'sports_centre'}","(118.72446540000011, -8.462177299999986)",soccer,sports_centre
190,2285185521,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Galaxi Tirta Mas', 'sport': 'swimming'}","(106.97154159999918, -6.272377100000033)",swimming,swimming_pool
191,2285872167,"{'access': 'yes', 'covered': 'no', 'horse': 'no', 'leisure': 'swimming_pool', 'motor_vehicle': 'no', 'name': 'Air Panas', 'source': 'GPS', 'sport': 'swimming'}","(106.9796247000002, -6.768012000000015)",swimming,swimming_pool
192,2286852949,"{'name': 'lapangan futsal', 'sport': 'soccer', 'leisure': 'pitch'}","(112.29718149999974, -6.962981599999969)",soccer,pitch
193,2312556394,"{'name': 'LAP. BOLA', 'sport': 'soccer', 'leisure': 'sports_centre'}","(106.8279896000003, -6.634479200000008)",soccer,sports_centre
194,2315418504,"{'covered': 'yes', 'leisure': 'swimming_pool', 'name': 'BCNY', 'sport': 'swimming'}","(107.14719059999972, -6.8168389)",swimming,swimming_pool
195,2315418858,"{'name': 'BCNY', 'sport': 'tennis'}","(107.14686069999972, -6.816785499999999)",tennis,
196,2315422052,"{'name': 'Badak Putih', 'sport': 'soccer', 'leisure': 'sports_centre'}","(107.13550749999972, -6.823766899999999)",soccer,sports_centre
197,2316646993,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Tiara Jember Park', 'sport': 'swimming'}","(113.73071689999998, -8.166416799999999)",swimming,swimming_pool
198,2323138583,"{'leisure': 'pitch', 'sport': 'badminton'}","(106.96350629999952, -6.258035800000047)",badminton,pitch
199,2323138586,"{'leisure': 'pitch', 'sport': 'basketball'}","(106.96348239999952, -6.2582782000000465)",basketball,pitch
200,2327924608,"{'name': 'Seraya Beach Dive Site', 'sport': 'scuba_diving', 'amenity': 'dive_centre'}","(115.61193499999983, -8.295665699999999)",scuba_diving,
201,2342903271,"{'leisure': 'pitch', 'name': 'Lapangan Hobalura', 'sport': 'multi'}","(119.24666320000024, -9.711892500000074)",multi,pitch
202,2343105287,"{'name': 'Lapangan atraksi pasola', 'sport': 'equestrian', 'leisure': 'horse_riding'}","(119.4525474999997, -9.720540900000097)",equestrian,horse_riding
203,2348029790,"{'name': 'Lapangan Pulolor', 'sport': 'soccer', 'leisure': 'pitch'}","(112.22861620000018, -7.54465509999999)",soccer,pitch
204,2349829106,{'sport': 'golf'},"(110.21699660000003, 1.1292333999999997)",golf,
205,2353015466,"{'leisure': 'pitch', 'name': 'Lapangan Tenis', 'sport': 'tennis'}","(123.18467319999974, -4.7794109999999685)",tennis,pitch
206,2355327117,"{'leisure': 'pitch', 'name': 'Lapangan Sepak Bola Ngkari-Ngkari', 'sport': 'soccer'}","(122.69191160000013, -5.363419999999993)",soccer,pitch
207,2358173081,"{'sport': 'soccer', 'leisure': 'pitch'}","(107.76994499999986, -7.279761699999967)",soccer,pitch
208,2370226621,"{'name': 'Swiming Pool Tirtoarum', 'sport': 'swimming', 'access': 'yes', 'amenity': 'swimming_pool', 'covered': 'no', 'designation': 'Recreation Park'}","(110.18306439999989, -6.921417200000005)",swimming,
209,2371567386,"{'name': 'Gelora A. Yani', 'sport': 'soccer', 'leisure': 'sports_centre'}","(112.44385110000015, -7.458510399999968)",soccer,sports_centre
210,2374645668,"{'name': 'GOR Kauman', 'sport': 'badminton', 'leisure': 'sports_centre'}","(111.21757849999948, -7.375754699999991)",badminton,sports_centre
211,2379122715,"{'name': 'Lap. Dr h. Soepardi Sawitan', 'leisure': 'park'}","(110.22325499999987, -7.5979109)",,park
212,2380049552,"{'name': 'Buddha Dive', 'sport': 'scuba_diving', 'add_on_accomodation': 'has_accomodation'}","(116.04192070000019, -8.356554099999995)",scuba_diving,
213,2380049819,"{'name': 'Diversia', 'sport': 'scuba_diving'}","(116.04322500000018, -8.353900999999993)",scuba_diving,
214,2380049832,"{'add_on_accomodation': 'has_accomodation', 'amenity': 'bar', 'name': 'Dream Divers', 'sport': 'scuba_diving'}","(116.04237650000019, -8.355645599999994)",scuba_diving,
215,2380050044,"{'name': 'Gili Divers', 'sport': 'scuba_diving', 'add_on_restaurant': 'has_restaurant', 'add_on_accomodation': 'has_accomodation'}","(116.04360710000017, -8.349968099999996)",scuba_diving,
216,2380050107,"{'name': 'Gili Scuba Diving', 'sport': 'scuba_diving', 'description': 'Brothers Bungalows and Restaurant is attached', 'add_on_accomodation': 'has_accomodation'}","(116.04268300000017, -8.348120799999997)",scuba_diving,
217,2380050249,"{'name': 'IQ Divers', 'sport': 'scuba_diving', 'description': 'Pondo Windy is the attached accomodation facility', 'add_on_accomodation': 'has_accomodation'}","(116.03961390000015, -8.339247099999996)",scuba_diving,
218,2380050253,"{'name': 'IQ Divers', 'sport': 'scuba_diving', 'description': 'IQ Divers Gili Trawangan, Accomodation in Coral 2 Bungalows', 'add_on_accomodation': 'no'}","(116.04188640000015, -8.345296199999996)",scuba_diving,
219,2380050379,"{'add_on_accomodation': 'has_accomodation', 'description': 'PADI courses, fun dives snorkeling, accommodation', 'email': 'lutwaladive@gmail.com', 'name': 'Lutwala Dive', 'phone': '+62818-0544-0818', 'sport': 'scuba_diving', 'website': 'http://www.lutwala.com/'}","(116.03704240000013, -8.339381699999995)",scuba_diving,
220,2380050388,"{'name': 'Mango Dive', 'sport': 'scuba_diving', 'add_on_restaurant': 'no', 'add_on_accomodation': 'has_accomodation'}","(116.04233830000013, -8.347143299999995)",scuba_diving,
221,2380050395,"{'name': 'Manta Dive', 'sport': 'scuba_diving', 'add_on_restaurant': 'has_restaurant', 'add_on_accomodation': 'has_accomodation'}","(116.04344600000013, -8.353541099999996)",scuba_diving,
222,2380050534,"{'name': 'PLN Volleyball', 'sport': 'volleyball', 'description': 'Volleyball Court of PLN, not public'}","(116.04115550000014, -8.341027399999998)",volleyball,
223,2380050852,"{'name': 'Sunset Stable', 'sport': 'equestrian'}","(116.03073830000001, -8.354795700000004)",equestrian,
224,2380050930,"{'name': 'The Yoga Garden', 'sport': 'yoga', 'description': 'bungalows'}","(116.04364840000001, -8.352065100000003)",yoga,
225,2380050933,"{'name': 'The Yoga Garden', 'sport': 'yoga', 'tourism': 'guest_house', 'description': 'has yoga school inside'}","(116.04378100000001, -8.352106900000003)",yoga,
226,2380051009,"{'add_on_accomodation': 'has_accomodation', 'add_on_restaurant': 'has_restaurant', 'name': 'Trawangan Dive', 'sport': 'scuba_diving', 'website': 'https://www.trawangandive.com/'}","(116.04325209999999, -8.349463400000001)",scuba_diving,
227,2380051898,"{'description': 'Buildung to play badminton, under construcction (July 2013)', 'leisure': 'sports_centre', 'name': 'Anisa Badminton', 'sport': 'badminton'}","(116.04047849999995, -8.3506659)",badminton,sports_centre
228,2388660539,"{'name': 'Lapangan Sepak Bola Kupang', 'sport': 'soccer', 'leisure': 'pitch', 'soccer:type_idn': 'lapangan_bola'}","(123.78999909999993, -10.104208300000005)",soccer,pitch
229,2391555935,"{'name': 'Gili Watersports', 'sport': 'surfing', 'description': 'Kite Surf school and watersport rental'}","(116.08744839999986, -8.362642600000022)",surfing,
230,2391555944,"{'name': 'H2O Yoga and Meditation Center', 'sport': 'yoga', 'add_on_accomodation': 'has_accomodation'}","(116.08447679999985, -8.357376900000023)",yoga,
231,2391556653,"{'sport': 'badminton', 'description': 'very simple building, usually for locals only'}","(116.08362610000002, -8.359103100000025)",badminton,
232,2395669745,"{'name': 'Air Wall', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.07382779999975, -8.352839599999987)",scuba_diving,
233,2395669747,"{'name': 'Bounty', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.05127059999975, -8.356834099999986)",scuba_diving,
234,2395669748,"{'name': 'Deep Turbo', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.04625789999976, -8.336744099999986)",scuba_diving,
235,2395669749,"{'name': 'Frog Fish Point', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.08865519999976, -8.347456099999986)",scuba_diving,
236,2395669750,"{'name': 'Halik', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.03830799999976, -8.336234999999986)",scuba_diving,
237,2395669751,"{'name': 'Jack Point', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.02558049999976, -8.337683999999985)",scuba_diving,
238,2395669752,"{'name': 'Malang', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.07018569999977, -8.329616699999985)",scuba_diving,
239,2395669753,"{'name': 'Manta Point', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.02659869999977, -8.363334999999985)",scuba_diving,
240,2395669754,"{'name': 'Meno Corner', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.06258839999977, -8.358870499999986)",scuba_diving,
241,2395669755,"{'name': 'Meno Slope', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.05009569999977, -8.351782299999986)",scuba_diving,
242,2395669756,"{'name': 'Meno Wall', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.04989989999977, -8.345203099999987)",scuba_diving,
243,2395669757,"{'name': 'Mirkos Reef', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.06572129999977, -8.351077299999986)",scuba_diving,
244,2395669758,"{'name': 'Shallow Turbo', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.04402569999976, -8.339524599999987)",scuba_diving,
245,2395669759,"{'name': 'Shark Point', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.02366149999976, -8.342540099999987)",scuba_diving,
246,2395669760,"{'name': 'Simons Reef', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.06564299999977, -8.334707699999987)",scuba_diving,
247,2395670512,"{'name': 'Segaluh', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.09827869999972, -8.334474399999978)",scuba_diving,
248,2395670513,"{'name': 'Teluk NBoro', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.05912479999972, -8.404215299999978)",scuba_diving,
249,2395670514,"{'name': 'Teluk Nara', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.07388829999972, -8.406104099999977)",scuba_diving,
250,2400060177,"{'amenity': 'dive_centre', 'name': 'Blue Marlin Dive Gili Meno', 'operator': 'Blue Marlin Dive', 'sport': 'scuba_diving'}","(116.0614862000001, -8.353636299999962)",scuba_diving,
251,2400060189,"{'amenity': 'dive_centre', 'name': 'Gili Meno Divers', 'sport': 'scuba_diving'}","(116.06107500000009, -8.356844999999964)",scuba_diving,
252,2400061876,"{'name': 'Trawangan Wall', 'note': 'source is Diveschool Notice Board - Location might have to be checked with a GPS', 'sport': 'scuba_diving'}","(116.04361580000011, -8.346575599999962)",scuba_diving,
253,2426201083,"{'sport': 'badminton', 'leisure': 'pitch'}","(116.05869709999983, -8.352165100000033)",badminton,pitch
254,2431409665,"{'name': 'Taman Kota Bagansiapiapi', 'leisure': 'park'}","(100.8076123000001, 2.162026200000004)",,park
255,2431409667,"{'name': 'Lapangan Koni', 'leisure': 'park'}","(100.80120180000011, 2.1615705000000043)",,park
256,2443916538,"{'name': 'Stadion Mangge Maci', 'sport': 'soccer', 'leisure': 'sports_centre'}","(118.73377330000027, -8.458187299999997)",soccer,sports_centre
257,2444659988,"{'leisure': 'pitch', 'name': 'Sport Center', 'sport': 'multi'}","(102.26376620000003, -3.807506699999996)",multi,pitch
258,2455239522,"{'name': 'Bomba atoll', 'sport': 'scuba_diving'}","(121.63564679999998, -0.45090690000000183)",scuba_diving,
259,2455239523,"{'name': 'Stevan reef', 'sport': 'scuba_diving'}","(121.63111109999997, -0.5333334000000018)",scuba_diving,
260,2455239524,"{'name': 'Katrin reef', 'sport': 'scuba_diving'}","(121.61888889999997, -0.4952778000000018)",scuba_diving,
261,2468433228,{'sport': 'volleyball'},"(116.34879749999995, -8.630445300000005)",volleyball,
262,2468433231,"{'sport': 'basketball', 'leisure': 'pitch'}","(116.34891289999995, -8.630515300000006)",basketball,pitch
263,2468462974,"{'name': 'PANTAI SARANGAN', 'leisure': 'park'}","(111.98326840000009, -7.153612800000012)",,park
264,2468906817,"{'name': 'Sports Hall', 'sport': 'badminton', 'leisure': 'sports_centre'}","(115.05038610000022, -8.263510800000002)",badminton,sports_centre
265,2473046848,"{'leisure': 'swimming_pool', 'name': 'Big snake waterpool', 'sport': 'swimming'}","(115.21511169999987, -8.567046299999935)",swimming,swimming_pool
266,2480654035,"{'description': 'From underwater 4m down to 35m', 'name': 'USAT Liberty Wreck', 'scuba_diving:type:apnoe': 'yes', 'scuba_diving:type:attraction': 'yes', 'scuba_diving:type:reef': 'yes', 'sport': 'scuba_diving', 'tourism': 'attraction', 'wikidata': 'Q2468064', 'wikipedia': 'en:USAT Liberty'}","(115.59261219999986, -8.273905399999927)",scuba_diving,
267,2483588642,"{'name': 'Gondang Beach Camp Site', 'leisure': 'park'}","(116.19049400000038, -8.316846700000017)",,park
268,2490686768,"{'name': 'The Three Brothers', 'email': 'info@threebrothersbungalows.com', 'phone': '+62 361751566', 'sport': 'swimming', 'tourism': 'hotel', 'website': 'http://www.threebrothersbungalows.com/'}","(115.16826149999994, -8.704507899999992)",swimming,
269,2490688543,"{'name': 'Gili T Surfspot', 'sport': 'surfing'}","(116.04042569999993, -8.361762599999993)",surfing,
270,2493262874,"{'name': 'Lapangan Badminton', 'sport': 'racquet', 'leisure': 'pitch'}","(118.48378980000001, -8.513413599999962)",racquet,pitch
271,2498024681,"{'name': 'Marramba Fitness', 'sport': 'athletics', 'leisure': 'sports_centre', 'website': 'http://www.marrambafitness.com/'}","(115.24048619999971, -8.696625399999991)",athletics,sports_centre
