,id,tags,lonlat,amenity_name,shop,healthcare
6203,233832935,{'amenity': 'toilets'},"(2421588407, 2421588395, 2421588401, 2421588408, 2421588407)",toilets,,
6204,233932415,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'WC UMUM'}","(2422468346, 2422468351, 2422468357, 2422468354, 2422468346)",toilets,,
6205,234080244,{'amenity': 'toilets'},"(2423861100, 2423861102, 2423861101, 2423861099, 2423861100)",toilets,,
6206,234080245,{'amenity': 'toilets'},"(2423861116, 2423861118, 2423861117, 2423861115, 2423861116)",toilets,,
6207,234328910,"{'name': 'Posyandu Reaiya', 'amenity': 'clinic', 'building': 'yes'}","(2425853473, 2425853471, 2425853478, 2425853481, 2425853473)",clinic,,
6208,234328921,"{'amenity': 'toilets', 'building': 'yes', 'description': 'MCK'}","(2425853452, 2425853448, 2425853446, 2425853450, 2425853452)",toilets,,
6209,234375375,"{'addr:city': 'Indramayu', 'addr:full': 'Jalan Murah Nara Nomor 7 Indramayu', 'addr:housenumber': '7', 'addr:postcode': '45222', 'addr:street': 'Jalan Murah Nara', 'amenity': 'hospital', 'contact:phone': '0234-272655', 'health_amenity:type': 'dialysis;emergency_department;imaging_equipment;intensive_care_unit;laboratory;mri;operating_theater;ultrasound;x_ray', 'healthcare': 'alternative;birthing_center;blood_donation;clinic;dentist;doctor;hospital;laboratory;optometrist;pharmacy;physiotherapist;rehabilitation', 'healthcare:speciality': 'dermatology;general;intensive;internal;vaccination', 'insurance:health': 'private;public', 'name': 'RSUD Indramayu', 'opening_hours': '24/7', 'operator:type': 'government', 'url': 'https://rsud.indramayukab.go.id/pages/rj.php', 'website': 'http://rsud.indramayukab.go.id/', 'wheelchair': 'yes'}","(2426280128, 2426280117, 2426280131, 2426280115, 2426280113, 2426280129, 2426280120, 2426280107, 2426280124, 2426280111, 7345555136, 7345555135, 2426280128)",hospital,,alternative;birthing_center;blood_donation;clinic;dentist;doctor;hospital;laboratory;optometrist;pharmacy;physiotherapist;rehabilitation
6210,234419715,"{'name': 'Posyandu', 'amenity': 'clinic'}","(2426756801, 2426756803, 2426756807, 2426756805, 2426756801)",clinic,,
6211,234501529,"{'name': 'Puskesmas Yosowilangun', 'amenity': 'clinic', 'building': 'yes', 'operator:type': 'government', 'building:levels': '1'}","(2427427822, 2427427829, 2427427828, 2427427834, 2427427835, 2427427831, 2427427830, 2427427816, 2427427815, 2427427819, 2427427820, 2427427817, 2427427818, 2427427827, 2427427826, 2427427833, 2427427832, 2427427825, 2427427824, 2427427823, 2427427822)",clinic,,
6212,234507164,"{'amenity': 'pharmacy', 'building': 'pharmacy', 'name': 'Apotek Kimia Farma'}","(2427501811, 2427501813, 2427501791, 2427501790, 2427501811)",pharmacy,,
6213,235435171,"{'amenity': 'clinic', 'building': 'clinic', 'name': 'Klinik Mata Talang'}","(2434958477, 2434958478, 2434958479, 2434958480, 2434958481, 2434958482, 2434958477)",clinic,,
6214,235561301,"{'amenity': 'pharmacy', 'building': 'yes', 'building:condition': 'good', 'name': 'apotik karya budi'}","(2436052649, 2436052645, 2436052647, 2436052651, 2436052649)",pharmacy,,
6215,235562720,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Puskesmas pembantu Pasar Melintang'}","(2436072863, 2436072873, 2436072868, 2436072861, 2436072863)",clinic,,
6216,235573134,"{'amenity': 'pharmacy', 'building': 'yes', 'name': 'Apotek Paten Farma'}","(2436222939, 2436222951, 2436222960, 2436222946, 2436222939)",pharmacy,,
6217,235639078,"{'name': 'POLINDES KERU', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(2437147892, 2437147890, 2437147894, 2437147895, 2437147892)",clinic,,
6218,235821818,"{'amenity': 'hospital', 'building': 'yes', 'name': 'Pos Kesehatan Desa'}","(2438960443, 2438960444, 2438960446, 2438960445, 2438960443)",hospital,,
6219,235994440,"{'addr:city': 'Bengkulu', 'addr:full': 'Jalan Padang Jati', 'amenity': 'hospital', 'name': 'Rumah Sakit Kota Bengkulu', 'operator:type': 'government', 'source': 'survey'}","(2440687079, 2440687080, 2440687081, 2440687082, 2440687083, 2440687084, 2440687079)",hospital,,
6220,236028468,"{'amenity': 'hospital', 'building': 'yes', 'emergency': 'yes', 'name': 'Rumah Sakit Bhayangkara Tingkat IV'}","(2441045690, 2434943669, 2442436627, 2442436626, 2434969012, 2434963496, 2441045691, 2441045690)",hospital,,
6221,236226370,"{'name': 'RSUD H. Boejasin', 'amenity': 'hospital', 'addr:city': 'Pelaihari', 'emergency': 'yes', 'addr:street': 'Jalan H. Boedjasin'}","(1805026780, 2442800712, 1806483070, 2440985017, 1805026782, 1805026778, 2442290016, 1805026780)",hospital,,
6222,236356690,"{'name': 'Klinik Prodia', 'amenity': 'clinic', 'building': 'yes', 'building:use': 'medical'}","(2443914457, 2443914472, 2443914470, 2443914454, 2443914457)",clinic,,
6223,236510079,"{'name': 'Wc Umum', 'amenity': 'toilets'}","(2445329391, 2445329393, 2445329394, 2445329392, 2445329391)",toilets,,
6224,236512330,"{'name': 'Apotik Primaryotian', 'amenity': 'pharmacy', 'dispensing': 'yes', 'opening_hours': 'Tu-Su 08:00-15:00;Sa 08:00-12:00'}","(2445346926, 2445346927, 2047620322, 2047620320, 2445346926)",pharmacy,,
6225,236665386,"{'name': 'WC UMUM', 'amenity': 'toilets'}","(2446636122, 2446636124, 2446636123, 2446636121, 2446636122)",toilets,,
6226,236668864,"{'name': 'Apotik K24', 'amenity': 'pharmacy', 'building': 'yes'}","(2446662619, 2446662624, 2446662628, 2446662627, 2446662619)",pharmacy,,
6227,236673031,"{'name': 'WC UMUM', 'amenity': 'toilets'}","(2446694824, 2446694826, 2446694827, 2446694825, 2446694824)",toilets,,
6228,236697323,"{'name': 'Puskesman Pronojiwo', 'amenity': 'hospital', 'building': 'yes', 'access:roof': 'no', 'operator:type': 'government', 'building:levels': '1'}","(2446909112, 2446909126, 2446909106, 2446909124, 2446909147, 2446909135, 2446909150, 2446909138, 2446909112)",hospital,,
6229,236722027,{'amenity': 'toilets'},"(2447097316, 2447097320, 2447097321, 2447097317, 2447097316)",toilets,,
6230,236813795,"{'amenity': 'hospital', 'building': 'yes', 'name': 'Puskesmas Pengasih 1'}","(2447841409, 2447841411, 2447841413, 2447841415, 2447841409)",hospital,,
6231,237183576,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Posyandu', 'operator': 'Pustu'}","(2451307603, 2451307606, 2451307657, 2451307655, 2451307603)",clinic,,
6232,237183703,"{'name': 'Posyandu', 'amenity': 'clinic', 'building': 'yes', 'operator': 'Posyandu'}","(2451306400, 2451306405, 2451306409, 2451306402, 2451306400)",clinic,,
6233,237498323,"{'amenity': 'hospital', 'name': 'RSU Rujukan Prov. NTB'}","(2453909593, 2692155344, 2692155343, 2453909587, 2692155341, 2453909570, 2453909565, 2692155338, 2453909573, 2692155339, 2692155340, 2453909580, 2453909581, 2453909593)",hospital,,
6234,237498338,"{'amenity': 'clinic', 'building': 'hospital', 'clinic:type_id': 'pustu', 'description': 'Lawanan 3 Dusun', 'name': 'Pusat Kesehatam Pembantu Desa Boak', 'opening_hours': '24 Jam', 'operator': 'Pustu Desa Boak'}","(2453909793, 2453909792, 2453909795, 2453909797, 2453909796, 2453909794, 2453909793)",clinic,,
6235,237759296,"{'name': 'pustu maccinibaji', 'amenity': 'clinic', 'building': 'yes'}","(2456397104, 2456397107, 2456397125, 2456397117, 2456397104)",clinic,,
6236,237759541,"{'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes', 'name': 'Puskesdes Panrang'}","(2456398375, 2456398378, 2456398386, 2456398382, 2456398375)",clinic,,
6237,237778138,"{'name': 'Polindes', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(2456540218, 2456540231, 2456540237, 2456540230, 2456540218)",clinic,,
6238,237778193,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Polindes'}","(2456540617, 2456540621, 2456540624, 2456540622, 2456540617)",clinic,,
6239,237888425,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'WC/Kamar Mandi Umum', 'description': 'Bantuan WVI'}","(2457610157, 2457610158, 2457610161, 2457610160, 2457610157)",toilets,,
6240,237889325,"{'name': 'mesjid nursal muhajirin', 'amenity': 'pharmacy', 'building': 'yes', 'religion': 'muslim'}","(2457617648, 2457617657, 2457617670, 2457617665, 2457617648)",pharmacy,,
6241,237891994,"{'amenity': 'clinic', 'building': 'clinic', 'name': 'Pustu'}","(2457640135, 2457640134, 2457640140, 2457640141, 2457640135)",clinic,,
6242,237892339,"{'name': 'POSKESDES KHADIJAH', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(2457643430, 2457643433, 2457643439, 2514960864, 2457643430)",clinic,,
6243,237903774,"{'amenity': 'clinic', 'building': 'yes', 'building:condition': 'good', 'building:roof': 'tin', 'building:structure': 'reinforced_masonry', 'building:walls': 'brick'}","(2457757012, 2457757011, 2457757027, 2457757030, 2457757012)",clinic,,
6244,238297252,"{'amenity': 'toilets', 'building': 'yes', 'operator': 'MCK +++'}","(2461434595, 2461434599, 2461434604, 2461434601, 2461434595)",toilets,,
6245,238566643,"{'name': 'Pustu Desa Batujala', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'pustu'}","(2463888634, 2463888633, 2463888635, 2463888636, 2463888634)",clinic,,
6246,238704309,"{'name': 'Klinik, Antang', 'amenity': 'hospital', 'building': 'yes'}","(2465090155, 2465090176, 2465090221, 2465090197, 2465090155)",hospital,,
6247,239179150,"{'addr:city': 'Palembang', 'addr:street': 'Jalan Jendral Sudirman', 'amenity': 'hospital', 'emergency': 'yes', 'name': 'RS RK. Charitas'}","(2469913455, 2469913457, 7330322230, 2506836828, 7330322232, 2506836829, 7330322231, 2469913459, 7330322233, 2469913461, 7330322234, 7330322235, 2506836832, 7330322236, 2469913463, 7330322237, 2506836831, 7330322238, 7330322239, 2469913465, 7330322216, 7330322217, 2506836830, 7330322219, 7330322218, 7330322220, 7330322221, 7330322222, 7330322223, 7330322224, 7330322225, 7330322226, 7330322227, 7330322228, 7330322229, 2469913455)",hospital,,
6248,239266911,"{'name': 'RS Elizabeth', 'rooms': '50', 'amenity': 'hospital', 'building': 'hospital', 'addr:full': 'Jalan W.R. Supratman', 'emergency': 'yes', 'access:roof': 'yes', 'water_supply': 'pipeline', 'building:roof': 'tile', 'operator:type': 'private', 'M:hazard_prone': 'yes', 'building:walls': 'brick', 'building:levels': '1', 'capacity:persons': '200', 'building:condition': 'good', 'building:structure': 'reinforced_masonry'}","(2470671699, 2470671701, 2470671703, 2470671705, 2470671707, 2470671709, 2470671716, 2470671718, 2470671720, 2470671722, 2470671724, 2470671726, 2470671727, 2470671699)",hospital,,
6249,239316116,"{'fee': 'no', 'amenity': 'toilets', 'operator': 'Kantor Desa', 'wheelchair': 'no', 'description': 'WC Umum', 'drinking_water': 'no'}","(2471134342, 2471134341, 2471134343, 2471134344, 2471134342)",toilets,,
6250,239711084,"{'amenity': 'clinic', 'building': 'hospital', 'name': 'Pustu Mbata Kapidu'}","(2474867900, 2474867897, 2474867901, 2474867908, 2474867900)",clinic,,
6251,240078163,"{'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'pustu'}","(2478517071, 2478517077, 2478517076, 2478517070, 2478517071)",clinic,,
6252,240110411,"{'amenity': 'pharmacy', 'building': 'yes', 'dispensing': 'Posyandu'}","(2478795684, 2478795688, 2478795698, 2478795693, 2478795684)",pharmacy,,
6253,240135270,"{'access:roof': 'no', 'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Dermaga Pelabuhan', 'amenity': 'clinic', 'backup_generator': 'yes', 'building': 'clinic', 'building:floor': 'ceramics', 'building:levels': '2', 'building:roof': 'tin', 'building:structure': 'confined_masonry', 'building:walls': 'brick', 'capacity:persons': '50-100', 'name': 'Kantor Kesehatan Pelabuhan Kelas I Tanjung Priok', 'operator:type': 'government', 'source': 'HOT_InAWARESurvey_2017'}","(2478968397, 2478968389, 2478968394, 2478968403, 2478968397)",clinic,,
6254,240216043,"{'addr:full': 'JL. muara karang R IV timur 2-4', 'amenity': 'clinic', 'backup_generator': 'no', 'building': 'pharmacy', 'healthcare': 'laboratory, pharmacy, clinic', 'healthcare:speciality': 'blood_check;gynaecology;vaccination', 'insurance': 'private', 'name': 'Apotik dan Laboratorium Klinik Muara Karang', 'opening_hours': 'Mo-Fr 09:00-20:30', 'operator:type': 'private', 'source': 'survey', 'wheelchair': 'yes'}","(2479660202, 2479660203, 2479660204, 2479660205, 2479660202)",clinic,,"laboratory, pharmacy, clinic"
6255,240286034,"{'amenity': 'toilets', 'building': 'yes'}","(2480229400, 2480229407, 2480229406, 2480229399, 2480229400)",toilets,,
6256,240340900,"{'name': 'PUSKESMAS KAPITA', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesmas'}","(2480871840, 2495215336, 2480871856, 2480871843, 2480871840)",clinic,,
6257,240609346,"{'access:roof': 'no', 'addr:full': 'Jalan Wonosari KM 6 Banguntapan', 'amenity': 'clinic', 'building': 'clinic', 'building:condition': 'poor', 'building:floor': 'ceramics', 'building:levels': '1', 'building:material': 'concrete', 'building:roof': 'concrete', 'building:structure': 'confined_masonry', 'capacity:persons': '50-100', 'name': 'Puskesmas Pembantu Ketadan', 'operator:type': 'government', 'source': 'survey'}","(2483317808, 2483317838, 2483317847, 2483317811, 2483317808)",clinic,,
6258,241200646,"{'amenity': 'hospital', 'building': 'yes', 'name': 'Rumah Sakit Umum Daerah Panyabungan'}","(2488969404, 2488969405, 2488969408, 4052159999, 4052159997, 4052159998, 2488969406, 5524471696, 5524471697, 2488969407, 2488969404)",hospital,,
6259,241200720,"{'name': 'Rumah Sakit Armina Panyabungan', 'amenity': 'hospital', 'building': 'yes'}","(2488970527, 2488970528, 2488970529, 2488970530, 2488970527)",hospital,,
6260,241570299,"{'name': 'First Aid Station', 'amenity': 'hospital', 'building': 'yes'}","(2491793708, 2491793710, 2491793712, 2491793714, 2491793716, 2491793708)",hospital,,
6261,242428758,"{'amenity': 'toilets', 'operator': 'wc umum'}","(2499020106, 2499020104, 2499020138, 2499020140, 2499020106)",toilets,,
6262,242566720,"{'name': 'Pustu Kairane', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'pustu'}","(2500359007, 2500359678, 2500359096, 2500358825, 2500359007)",clinic,,
6263,242567087,"{'amenity': 'toilets', 'operator': 'Salmon Faot'}","(2500366241, 2500366245, 2500366243, 2500366239, 2500366241)",toilets,,
6264,243254376,"{'addr:city': 'Palembang', 'addr:full': 'Jalan POM IX, Lorok Pakjo, Kecamatan Ilir Barat I', 'amenity': 'hospital', 'building': 'hospital', 'email': 'info.shpl@siloamhospitals.com', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'RS Siloam Sriwijaya', 'operator:type': 'private', 'phone': '+627115229100', 'website': 'https://www.siloamhospitals.com/', 'wikidata': 'Q19731706', 'wikipedia': 'id:Rumah Sakit Siloam'}","(2506763044, 2506763045, 2506763046, 2506763047, 2506763044)",hospital,,hospital
6265,243732318,"{'name': 'pustu', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'puskesdes'}","(2511074211, 2511074205, 2511074207, 2511074202, 2511074204, 2511074208, 2511074210, 2511074216, 2511074214, 2511074213, 2511074211)",clinic,,
6266,243732551,"{'amenity': 'clinic', 'building': 'clinic', 'evacuation_center': 'no', 'flood_prone': 'yes', 'name': 'Balai Kesehatan Masyarakat'}","(2511084723, 2511084722, 2511084731, 2511084732, 2511084723)",clinic,,
6267,244041005,"{'name': 'Puskesmas', 'amenity': 'hospital', 'building': 'yes', 'emergency': 'yes'}","(2513955938, 2513955940, 2513955941, 2513955943, 2513955938)",hospital,,
6268,244053501,"{'name': 'Dokter praktek', 'amenity': 'doctors', 'opening_hours': 'Mo-Fr 08:30-20:00'}","(2514083146, 2514083140, 2514083137, 2514083144, 2514083146)",doctors,,
6269,244053505,"{'name': 'Pondok Melati', 'amenity': 'clinic'}","(2514083163, 2514083171, 2514083167, 2514083155, 2514083156, 2514083157, 2514083161, 2514083162, 2514083160, 2514083158, 2514083159, 2514083163)",clinic,,
6270,244066750,"{'name': 'Pustu Arpal', 'amenity': 'clinic', 'building': 'yes', 'clinic:type_id': 'pustu'}","(2514212818, 2514212834, 2514212877, 2514212861, 2514212818)",clinic,,
6271,244170177,"{'name': 'Rumah Sakit Teungku Peukan', 'amenity': 'hospital'}","(2515158032, 2515158030, 2515158029, 2515158031, 3144948342, 2515158032)",hospital,,
6272,244441641,"{'name': 'RUMAH BERSALIN', 'amenity': 'hospital', 'building': 'yes'}","(2517579838, 2517579839, 2517579840, 2517579841, 2517579838)",hospital,,
6273,244644226,"{'name': 'Pussyandu Buras', 'amenity': 'hospital', 'building': 'yes'}","(2519380697, 2519380686, 2519380688, 2519380699, 2519380697)",hospital,,
6274,244652432,"{'amenity': 'doctors', 'building': 'yes', 'emergency': 'no', 'name': 'Bidan Rusyanti', 'opening_hours': '24/7'}","(2519477753, 2519477754, 2519477755, 2519477756, 2519477753)",doctors,,
6275,244682111,"{'name': 'Postu Jurang Are', 'amenity': 'hospital', 'building': 'yes'}","(2519740084, 2519740085, 2519740087, 2519740086, 2519740084)",hospital,,
6276,244985557,"{'amenity': 'clinic', 'building': 'clinic', 'name': 'Klinik Umum Yakri'}","(2522518977, 2522518978, 2522518979, 2522518980, 2522518977)",clinic,,
6277,246272925,"{'name': 'PUSTU Lama Tuha', 'amenity': 'hospital', 'building': 'yes'}","(2533287391, 2533287404, 2533287408, 2533287406, 2533287391)",hospital,,
6278,246277533,"{'amenity': 'pharmacy', 'building': 'pharmacy', 'name': 'Bhakti Husada'}","(2533337883, 2533337884, 2533337885, 2533337886, 2533337883)",pharmacy,,
6279,246969666,"{'name': 'PUSTU', 'amenity': 'clinic', 'building': 'house'}","(2539266801, 2539266788, 2539266781, 2539266796, 2539266801)",clinic,,
6280,247017791,"{'addr:city': 'Manado', 'addr:postcode': '95111', 'addr:street': 'Sam Ratulangi', 'amenity': 'hospital', 'building': 'hospital', 'name': 'Siloam Hospitals'}","(2539632787, 2539632800, 2539632803, 2539632805, 7330381573, 2539632785, 7330381574, 7330381575, 7330381576, 7330381577, 7330381578, 7330381579, 2539632787)",hospital,,
6281,247066616,"{'name': 'RS Semen Tonasa 1', 'amenity': 'hospital', 'building': 'yes'}","(2540058503, 2540058504, 2540058505, 2540058506, 2540058507, 2540058509, 2540058510, 2540058512, 2540058513, 2540058514, 2540058515, 2540058516, 2540058503)",hospital,,
6282,247168885,"{'name': 'pustu malimada', 'amenity': 'hospital', 'building': 'yes'}","(2541007597, 2541007596, 2541007598, 2541007599, 2541007597)",hospital,,
6283,247207369,{'amenity': 'hospital'},"(2541376228, 2541376229, 2541376227, 2541376224, 2541376228)",hospital,,
6284,247376763,{'amenity': 'doctors'},"(2542730159, 2542730176, 2542730321, 2542730374, 2542730379, 2542730180, 2542730159)",doctors,,
6285,247562667,"{'name': 'Rumah Klinik', 'amenity': 'clinic', 'building': 'yes'}","(2544318954, 2544318971, 2544319002, 2544318983, 2544318954)",clinic,,
6286,247587921,"{'name': 'Praktek Dokter', 'amenity': 'clinic', 'building': 'yes'}","(2544851377, 2544851390, 2544851393, 2544851451, 2544851427, 2544851377)",clinic,,
6287,248404351,"{'name': 'RSUD Balangan', 'amenity': 'hospital', 'building': 'yes'}","(3851734669, 2551938524, 2551938526, 2551938528, 2551938530, 2551938532, 2551938534, 2551938536, 2551938538, 2551938540, 2551938542, 2551938544, 2551938545, 2551938547, 2551938549, 2551938551, 2551938553, 2551938555, 3851734678, 3851734676, 3851734675, 3851734674, 3851734672, 3851734671, 3851734670, 3851734669)",hospital,,
6288,248457654,{'amenity': 'hospital'},"(2552517644, 2552517642, 2552517645, 2552517648, 2552517650, 2552517646, 2552517651, 2552517654, 2552517652, 2552517659, 2552517655, 2552517660, 2552517656, 2552517665, 2552517657, 2552517641, 2552517644)",hospital,,
6289,248607210,"{'name': 'UGD Puskesmas Bonjeruk', 'amenity': 'hospital', 'building': 'yes', 'emergency': 'yes'}","(2553705673, 2553705674, 2553705675, 2553705676, 2553705673)",hospital,,
6290,248607212,"{'name': 'Puskesmas Bonjeruk', 'amenity': 'hospital', 'building': 'yes'}","(2553705685, 2553705686, 2553705687, 2553705688, 2553705689, 2553705690, 2553705691, 2553705692, 2553705693, 2553705694, 2553705695, 2553705696, 2553705685)",hospital,,
6291,248781638,"{'name': 'PUSTU BLANG RAJA', 'amenity': 'hospital', 'building': 'yes'}","(2555198005, 2555198004, 2555197995, 2555197996, 2555198005)",hospital,,
6292,249196616,"{'name': 'Puskesmas', 'amenity': 'hospital'}","(2558456559, 2558456560, 2558456561, 2558456566, 2558456565, 2558456563, 2558456564, 2558456562, 2558456559)",hospital,,
6293,249224462,"{'addr:city': 'Tanjung Balai', 'addr:postcode': '29663', 'addr:street': 'Jalan Poros No.1, Harjosari, Tebing, Kabupaten Karimun, Kepulauan Riau', 'amenity': 'hospital', 'description': 'Rumah Sakit Rujukan Penanganan Corona Covid-19', 'emergency': 'yes', 'healthcare': 'hospital', 'healthcare:speciality': 'general', 'layer': '-1', 'name': 'RSUD Muhammad Sani Kabupaten Karimun', 'note': 'Telepon: (0777) 327808', 'operator': 'Pemerintah Kabupaten Karimun', 'operator:type': 'government'}","(2389783285, 7373932318, 2558676737, 2558676739, 7370675037, 7370675036, 7370675035, 2558676741, 7370675034, 7370675033, 2558676743, 2389783285)",hospital,,hospital
6294,249512653,"{'access:roof': 'no', 'addr:full': 'Jalan Tunjung No 1', 'amenity': 'clinic', 'building': 'clinic', 'building:condition': 'good', 'building:floor': 'ceramics', 'building:levels': '2', 'building:material': 'brick', 'building:roof': 'tile', 'building:structure': 'confined_masonry', 'capacity:persons': '100-250', 'height': '10', 'name': 'Puskesmas Gondokusuman 1', 'operator:type': 'government', 'source': 'survey'}","(2561049397, 2561049398, 2561049434, 2561049430, 2561049427, 2561049420, 2561049397)",clinic,,
6295,249665587,"{'access:roof': 'yes', 'addr:city': 'DKI Jakarta', 'addr:full': 'Jalan Kamal Raya Outer Ring Road', 'addr:postcode': '11730', 'amenity': 'hospital', 'backup_generator': 'yes', 'building': 'hospital', 'building:condition': 'good', 'building:floor': 'ceramics', 'building:levels': '4', 'building:roof': 'asbestos', 'building:structure': 'confined_masonry', 'building:walls': 'brick', 'capacity:persons': '100-250', 'name': 'Rumah Sakit Cinta Kasih Tzu Chi', 'operator:type': 'private', 'source': 'HOT_InAWARESurvey_2017'}","(2562457927, 2562457928, 2562457925, 2562457929, 2562457932, 2562457933, 2562457930, 2562457926, 2562457927)",hospital,,
6296,249861270,"{'addr:city': 'Celep', 'addr:full': 'Jalan Mojopahit No. 667, Sidoarjo, Jawa Timur', 'addr:housenumber': '667', 'addr:postcode': 'l. Mojopahit No.667, Sidowayah, Celep, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61215', 'addr:street': 'l. Mojopahit No.667 Celep, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur', 'amenity': 'hospital', 'emergency': 'yes', 'healthcare': 'hospital', 'healthcare:speciality': 'general', 'name': 'Rumah Sakit Umum Daerah Sidoarjo', 'operator:type': 'government', 'website': 'http://rsd.sidoarjokab.go.id/'}","(2564105237, 7333885881, 7333885882, 7333885883, 7333885884, 3123606329, 7333891985, 2564105240, 2564105244, 2564105247, 2564105251, 2564105254, 2564105237)",hospital,,hospital
6297,250074638,"{'name': 'Poskesdes Pappolo', 'amenity': 'hospital', 'building': 'house', 'emergency': 'no', 'designation': 'local healt clinic'}","(2565888292, 2565888293, 2565888294, 2565888295, 2565888292)",hospital,,
6298,250089371,"{'amenity': 'dentist', 'building': 'clinic', 'healthcare': 'dentist', 'name': 'Dokter Gigi Kusumastuty'}","(2566002960, 2566002961, 2566002962, 2566002963, 2566002960)",dentist,,dentist
6299,251439293,"{'amenity': 'hospital', 'building': 'yes'}","(2576569433, 2576569435, 2576569436, 2576569434, 2576569433)",hospital,,
6300,251590362,"{'amenity': 'toilets', 'building': 'yes', 'name': 'MCK RT 2/18'}","(2577906303, 2577906304, 2577906306, 2577906305, 2577906303)",toilets,,
6301,251720408,"{'access:roof': 'yes', 'addr:full': 'Jalan Sultan Hasanuddin', 'amenity': 'clinic', 'building': 'yes', 'building:levels': '1', 'building:roof': 'tin', 'building:structure': 'confined_masonry', 'building:walls': 'brick', 'capacity': '10', 'name': 'Puskesmas Pembantu Lalabata', 'operator:type': 'government'}","(2579032702, 2579032706, 2579032709, 2579032712, 2579032702)",clinic,,
6302,251780032,"{'name': 'Poskesdes', 'amenity': 'pharmacy', 'building': 'yes'}","(2579563456, 2579563454, 2579563450, 2579563452, 2579563456)",pharmacy,,
6303,251780037,"{'amenity': 'hospital', 'building': 'yes'}","(2579563628, 2579563626, 2579563622, 2579563624, 2579563628)",hospital,,
6304,252227140,"{'name': 'Bidan Adiyati', 'amenity': 'hospital', 'building': 'yes'}","(2583180591, 2583180590, 2583180592, 2583180593, 2583180591)",hospital,,
6305,252235440,"{'amenity': 'clinic', 'building': 'clinic', 'name': 'Pustu Jurang Are'}","(2583241315, 2583241317, 2583241321, 2583241319, 2583241315)",clinic,,
6306,252394007,"{'name': 'Bidan Agustinus', 'amenity': 'hospital', 'building': 'yes'}","(2584516618, 2584516616, 2584516617, 2584516621, 2584516618)",hospital,,
6307,252394008,"{'name': 'Posyandu Ayu RT 6/7', 'amenity': 'hospital', 'building': 'yes'}","(2584516633, 2584516634, 2584516636, 2584516635, 2584516633)",hospital,,
6308,252394009,"{'name': 'Posyandu Puspo Ayu RT 4/9', 'amenity': 'hospital', 'building': 'yes'}","(2584516619, 2584516620, 2584516623, 2584516622, 2584516619)",hospital,,
6309,252404539,"{'name': 'Puskesmas Kelurahan Pengasinan', 'amenity': 'hospital', 'building': 'yes'}","(2584634616, 2584634596, 2584634614, 2584634621, 2584634616)",hospital,,
6310,252404540,"{'amenity': 'hospital', 'building': 'yes'}","(2584634634, 2584634622, 2584634632, 2584634636, 2584634634)",hospital,,
6311,252730085,"{'name': 'Puskesmas Kuala Batee', 'amenity': 'hospital'}","(2587676355, 2587676354, 2587676351, 2587676353, 2587676355)",hospital,,
6312,253013353,"{'access': 'public', 'amenity': 'toilets', 'building': 'yes'}","(2590065877, 2590065884, 2590065953, 2590065947, 2590065877)",toilets,,
6313,253013834,"{'access': 'public', 'amenity': 'toilets', 'building': 'yes'}","(2590065864, 2590065875, 2590065946, 2590065942, 2590065864)",toilets,,
6314,253273884,"{'addr:city': 'Yogyakarta', 'addr:full': 'Jalan Hayam Wuruk No. 6 Yogyakarta', 'addr:street': 'Jalan Hayam Wuruk', 'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Rumah Sakit Bethesda Lempuyangwangi', 'source': 'survey'}","(2592255104, 2592255108, 5652751116, 5652751322, 5652751120, 5652751117, 5652751118, 5652751119, 5652751321, 2592255105, 2592255104)",hospital,,hospital
6315,253476988,"{'name': 'Pustu Kabba', 'amenity': 'hospital', 'building': 'yes'}","(2593994095, 2593994096, 2593994097, 2593994098, 2593994095)",hospital,,
6316,253551944,"{'name': 'Praktek Drg.Andi Anggun', 'amenity': 'dentist', 'building': 'yes'}","(2594669932, 2594669933, 2594669935, 2594669937, 2594669932)",dentist,,
6317,253671093,"{'amenity': 'clinic', 'building': 'yes', 'name': 'Kodim'}","(2595689197, 2595689199, 2595689201, 2595689202, 2595689204, 2595689206, 2595689197)",clinic,,
